contig	position
ENST00000054650.9	142
ENST00000054650.9	143
ENST00000054650.9	144
ENST00000054650.9	145
ENST00000054650.9	146
ENST00000054650.9	147
ENST00000054650.9	148
ENST00000054650.9	149
ENST00000054650.9	150
ENST00000054650.9	151
ENST00000054650.9	152
ENST00000054650.9	153
ENST00000054650.9	154
ENST00000054650.9	155
ENST00000054650.9	156
ENST00000054650.9	157
ENST00000054650.9	158
ENST00000054650.9	159
ENST00000054650.9	160
ENST00000054650.9	161
ENST00000054650.9	162
ENST00000054650.9	163
ENST00000054650.9	164
ENST00000054650.9	165
ENST00000054650.9	166
ENST00000054650.9	167
ENST00000054650.9	168
ENST00000054650.9	169
ENST00000054650.9	170
ENST00000054650.9	171
ENST00000054650.9	172
ENST00000054650.9	173
ENST00000054650.9	174
ENST00000054650.9	175
ENST00000054650.9	176
ENST00000054650.9	177
ENST00000054650.9	178
ENST00000054650.9	179
ENST00000054650.9	180
ENST00000054650.9	181
ENST00000054650.9	182
ENST00000054650.9	183
ENST00000054650.9	184
ENST00000054650.9	185
ENST00000054650.9	186
ENST00000054650.9	187
ENST00000054650.9	188
ENST00000054650.9	189
ENST00000054650.9	190
ENST00000054650.9	191
ENST00000054650.9	192
ENST00000054650.9	193
ENST00000054650.9	194
ENST00000054650.9	195
ENST00000054650.9	196
ENST00000054650.9	197
ENST00000054650.9	198
ENST00000054650.9	199
ENST00000054650.9	200
ENST00000054650.9	201
ENST00000054650.9	202
ENST00000054650.9	203
ENST00000054650.9	204
ENST00000054650.9	205
ENST00000054650.9	206
ENST00000054650.9	207
ENST00000054650.9	208
ENST00000054650.9	209
ENST00000054650.9	210
ENST00000054650.9	211
ENST00000054650.9	212
ENST00000054650.9	213
ENST00000054650.9	214
ENST00000054650.9	215
ENST00000054650.9	216
ENST00000054650.9	217
ENST00000054650.9	218
ENST00000054650.9	219
ENST00000054650.9	220
ENST00000054650.9	221
ENST00000054650.9	222
ENST00000054650.9	223
ENST00000054650.9	224
ENST00000054650.9	225
ENST00000054650.9	226
ENST00000054650.9	227
ENST00000054650.9	228
ENST00000054650.9	229
ENST00000054650.9	230
ENST00000054650.9	231
ENST00000054650.9	232
ENST00000054650.9	233
ENST00000054650.9	234
ENST00000054650.9	235
ENST00000054650.9	236
ENST00000054650.9	237
ENST00000054650.9	238
ENST00000054650.9	239
ENST00000054650.9	240
ENST00000054650.9	241
ENST00000054650.9	242
ENST00000054650.9	243
ENST00000054650.9	244
ENST00000054650.9	245
ENST00000054650.9	246
ENST00000054650.9	247
ENST00000054650.9	248
ENST00000054650.9	249
ENST00000054650.9	250
ENST00000054650.9	251
ENST00000054650.9	252
ENST00000054650.9	253
ENST00000054650.9	254
ENST00000054650.9	255
ENST00000054650.9	256
ENST00000054650.9	257
ENST00000054650.9	258
ENST00000054650.9	259
ENST00000054650.9	260
ENST00000054650.9	261
ENST00000054650.9	262
ENST00000054650.9	263
ENST00000054650.9	264
ENST00000054650.9	265
ENST00000054650.9	266
ENST00000054650.9	267
ENST00000054650.9	268
ENST00000054650.9	269
ENST00000054650.9	270
ENST00000054650.9	271
ENST00000054650.9	272
ENST00000054650.9	273
ENST00000054650.9	274
ENST00000054650.9	275
ENST00000054650.9	276
ENST00000054650.9	277
ENST00000054650.9	278
ENST00000054650.9	279
ENST00000054650.9	280
ENST00000054650.9	281
ENST00000054650.9	282
ENST00000054650.9	283
ENST00000054650.9	284
ENST00000054650.9	285
ENST00000054650.9	286
ENST00000054650.9	287
ENST00000054650.9	288
ENST00000054650.9	289
ENST00000054650.9	290
ENST00000054650.9	291
ENST00000054650.9	292
ENST00000054650.9	293
ENST00000054650.9	294
ENST00000054650.9	295
ENST00000054650.9	296
ENST00000054650.9	297
ENST00000054650.9	298
ENST00000054650.9	299
ENST00000054650.9	300
ENST00000054650.9	301
ENST00000054650.9	302
ENST00000054650.9	303
ENST00000054650.9	304
ENST00000054650.9	305
ENST00000054650.9	306
ENST00000054650.9	307
ENST00000054650.9	308
ENST00000054650.9	309
ENST00000054650.9	310
ENST00000054650.9	311
ENST00000054650.9	312
ENST00000054650.9	313
ENST00000054650.9	314
ENST00000054650.9	315
ENST00000054650.9	316
ENST00000054650.9	317
ENST00000054650.9	318
ENST00000054650.9	319
ENST00000054650.9	320
ENST00000054650.9	321
ENST00000054650.9	322
ENST00000054650.9	323
ENST00000054650.9	324
ENST00000054650.9	325
ENST00000054650.9	326
ENST00000054650.9	327
ENST00000054650.9	328
ENST00000054650.9	329
ENST00000054650.9	330
ENST00000054650.9	331
ENST00000054650.9	332
ENST00000054650.9	333
ENST00000054650.9	334
ENST00000054650.9	335
ENST00000054650.9	336
ENST00000054650.9	337
ENST00000054650.9	338
ENST00000054650.9	339
ENST00000054650.9	340
ENST00000054650.9	341
ENST00000054650.9	342
ENST00000054650.9	343
ENST00000054650.9	344
ENST00000054650.9	345
ENST00000054650.9	346
ENST00000054650.9	347
ENST00000054650.9	348
ENST00000054650.9	349
ENST00000054650.9	350
ENST00000054650.9	351
ENST00000054650.9	352
ENST00000054650.9	353
ENST00000054650.9	354
ENST00000054650.9	355
ENST00000054650.9	356
ENST00000054650.9	357
ENST00000054650.9	358
ENST00000054650.9	359
ENST00000054650.9	360
ENST00000054650.9	361
ENST00000054650.9	362
ENST00000054650.9	363
ENST00000054650.9	364
ENST00000054650.9	365
ENST00000054650.9	366
ENST00000054650.9	367
ENST00000054650.9	368
ENST00000054650.9	369
ENST00000054650.9	370
ENST00000054650.9	371
ENST00000054650.9	372
ENST00000054650.9	373
ENST00000054650.9	374
ENST00000054650.9	375
ENST00000054650.9	376
ENST00000054650.9	377
ENST00000054650.9	378
ENST00000054650.9	379
ENST00000054650.9	380
ENST00000054650.9	381
ENST00000054650.9	382
ENST00000054650.9	383
ENST00000054650.9	384
ENST00000054650.9	385
ENST00000054650.9	386
ENST00000054650.9	387
ENST00000054650.9	388
ENST00000054650.9	389
ENST00000054650.9	390
ENST00000054650.9	391
ENST00000054650.9	392
ENST00000054650.9	393
ENST00000054650.9	394
ENST00000054650.9	395
ENST00000054650.9	396
ENST00000054650.9	397
ENST00000054650.9	398
ENST00000054650.9	399
ENST00000054650.9	400
ENST00000054650.9	401
ENST00000054650.9	402
ENST00000054650.9	403
ENST00000054650.9	404
ENST00000054650.9	405
ENST00000054650.9	406
ENST00000054650.9	407
ENST00000054650.9	408
ENST00000054650.9	409
ENST00000054650.9	410
ENST00000054650.9	411
ENST00000054650.9	412
ENST00000054650.9	413
ENST00000054650.9	414
ENST00000054650.9	415
ENST00000054650.9	416
ENST00000054650.9	417
ENST00000054650.9	418
ENST00000054650.9	419
ENST00000054650.9	420
ENST00000054650.9	421
ENST00000054650.9	422
ENST00000054650.9	423
ENST00000054650.9	424
ENST00000054650.9	425
ENST00000054650.9	426
ENST00000054650.9	427
ENST00000054650.9	428
ENST00000054650.9	429
ENST00000054650.9	430
ENST00000054650.9	431
ENST00000054650.9	432
ENST00000054650.9	433
ENST00000054650.9	434
ENST00000054650.9	435
ENST00000054650.9	436
ENST00000054650.9	437
ENST00000054650.9	438
ENST00000054650.9	439
ENST00000054650.9	440
ENST00000054650.9	441
ENST00000054650.9	442
ENST00000054650.9	443
ENST00000054650.9	444
ENST00000054650.9	445
ENST00000054650.9	446
ENST00000054650.9	447
ENST00000054650.9	448
ENST00000054650.9	449
ENST00000054650.9	450
ENST00000054650.9	451
ENST00000054650.9	452
ENST00000054650.9	453
ENST00000054650.9	454
ENST00000054650.9	455
ENST00000054650.9	456
ENST00000054650.9	457
ENST00000054650.9	458
ENST00000054650.9	459
ENST00000054650.9	460
ENST00000054650.9	461
ENST00000054650.9	462
ENST00000054650.9	463
ENST00000054650.9	464
ENST00000054650.9	465
ENST00000054650.9	466
ENST00000054650.9	467
ENST00000054650.9	468
ENST00000054650.9	469
ENST00000054650.9	470
ENST00000054650.9	471
ENST00000054650.9	472
ENST00000054650.9	473
ENST00000054650.9	474
ENST00000054650.9	475
ENST00000054650.9	476
ENST00000054650.9	477
ENST00000054650.9	478
ENST00000054650.9	479
ENST00000054650.9	480
ENST00000054650.9	481
ENST00000054650.9	482
ENST00000054650.9	483
ENST00000054650.9	484
ENST00000054650.9	485
ENST00000054650.9	486
ENST00000054650.9	487
ENST00000054650.9	488
ENST00000054650.9	489
ENST00000054650.9	490
ENST00000054650.9	491
ENST00000054650.9	492
ENST00000054650.9	493
ENST00000054650.9	494
ENST00000054650.9	495
ENST00000054650.9	496
ENST00000054650.9	497
ENST00000054650.9	498
ENST00000054650.9	499
ENST00000054650.9	500
ENST00000054650.9	501
ENST00000054650.9	502
ENST00000054650.9	503
ENST00000054650.9	504
ENST00000054650.9	505
ENST00000054650.9	506
ENST00000054650.9	507
ENST00000054650.9	508
ENST00000054650.9	509
ENST00000054650.9	510
ENST00000054650.9	511
ENST00000054650.9	512
ENST00000054650.9	513
ENST00000054650.9	514
ENST00000054650.9	515
ENST00000054650.9	516
ENST00000054650.9	517
ENST00000054650.9	518
ENST00000054650.9	519
ENST00000054650.9	520
ENST00000054650.9	521
ENST00000054650.9	522
ENST00000054650.9	523
ENST00000054650.9	524
ENST00000054650.9	525
ENST00000054650.9	526
ENST00000054650.9	527
ENST00000054650.9	528
ENST00000054650.9	529
ENST00000054650.9	530
ENST00000054650.9	531
ENST00000054650.9	532
ENST00000054650.9	533
ENST00000054650.9	534
ENST00000054650.9	535
ENST00000054650.9	536
ENST00000054650.9	537
ENST00000054650.9	538
ENST00000054650.9	539
ENST00000054650.9	540
ENST00000054650.9	541
ENST00000054650.9	542
ENST00000054650.9	543
ENST00000054650.9	544
ENST00000054650.9	545
ENST00000054650.9	546
ENST00000054650.9	547
ENST00000054650.9	548
ENST00000054650.9	549
ENST00000054650.9	550
ENST00000054650.9	551
ENST00000054650.9	552
ENST00000054650.9	553
ENST00000054650.9	554
ENST00000054650.9	555
ENST00000054650.9	556
ENST00000054650.9	557
ENST00000054650.9	558
ENST00000054650.9	559
ENST00000054650.9	560
ENST00000054650.9	561
ENST00000054650.9	562
ENST00000054650.9	563
ENST00000054650.9	564
ENST00000054650.9	565
ENST00000054650.9	566
ENST00000054650.9	567
ENST00000054650.9	568
ENST00000054650.9	569
ENST00000054650.9	570
ENST00000054650.9	571
ENST00000054650.9	572
ENST00000054650.9	573
ENST00000054650.9	574
ENST00000054650.9	575
ENST00000054650.9	576
ENST00000054650.9	577
ENST00000054650.9	578
ENST00000054650.9	579
ENST00000054650.9	580
ENST00000054650.9	581
ENST00000054650.9	582
ENST00000054650.9	583
ENST00000054650.9	584
ENST00000054650.9	585
ENST00000054650.9	586
ENST00000054650.9	587
ENST00000054650.9	588
ENST00000054650.9	589
ENST00000054650.9	590
ENST00000054650.9	591
ENST00000054650.9	592
ENST00000054650.9	593
ENST00000054650.9	594
ENST00000054650.9	595
ENST00000054650.9	596
ENST00000054650.9	597
ENST00000054650.9	598
ENST00000054650.9	599
ENST00000054650.9	600
ENST00000054650.9	601
ENST00000054650.9	602
ENST00000054650.9	603
ENST00000054650.9	604
ENST00000054650.9	605
ENST00000054650.9	606
ENST00000054650.9	607
ENST00000054650.9	608
ENST00000054650.9	609
ENST00000054650.9	610
ENST00000054650.9	611
ENST00000054650.9	612
ENST00000054650.9	613
ENST00000054650.9	614
ENST00000054650.9	615
ENST00000054650.9	616
ENST00000054650.9	617
ENST00000054650.9	618
ENST00000054650.9	619
ENST00000054650.9	620
ENST00000054650.9	621
ENST00000054650.9	622
ENST00000054650.9	623
ENST00000054650.9	624
ENST00000054650.9	625
ENST00000054650.9	626
ENST00000054650.9	627
ENST00000054650.9	628
ENST00000054650.9	629
ENST00000054650.9	630
ENST00000054650.9	631
ENST00000054650.9	632
ENST00000054650.9	633
ENST00000054650.9	634
ENST00000054650.9	635
ENST00000054650.9	636
ENST00000054650.9	637
ENST00000054650.9	638
ENST00000054650.9	639
ENST00000054650.9	640
ENST00000054650.9	641
ENST00000054650.9	642
ENST00000054650.9	643
ENST00000054650.9	644
ENST00000054650.9	645
ENST00000054650.9	646
ENST00000054650.9	647
ENST00000054650.9	648
ENST00000054650.9	649
ENST00000054650.9	650
ENST00000054650.9	651
ENST00000054650.9	652
ENST00000054650.9	653
ENST00000054650.9	654
ENST00000054650.9	655
ENST00000054650.9	656
ENST00000054650.9	657
ENST00000054650.9	658
ENST00000054650.9	659
ENST00000054650.9	660
ENST00000054650.9	661
ENST00000054650.9	662
ENST00000054650.9	663
ENST00000054650.9	664
ENST00000054650.9	665
ENST00000054650.9	666
ENST00000054650.9	667
ENST00000054650.9	668
ENST00000054650.9	669
ENST00000054650.9	670
ENST00000054650.9	671
ENST00000054650.9	672
ENST00000054650.9	673
ENST00000054650.9	674
ENST00000054650.9	675
ENST00000054650.9	676
ENST00000054650.9	677
ENST00000054650.9	678
ENST00000054650.9	679
ENST00000054650.9	680
ENST00000054650.9	681
ENST00000054650.9	682
ENST00000054650.9	683
ENST00000054650.9	684
ENST00000054650.9	685
ENST00000054650.9	686
ENST00000054650.9	687
ENST00000054650.9	688
ENST00000054650.9	689
ENST00000054650.9	690
ENST00000054650.9	691
ENST00000054650.9	692
ENST00000054650.9	693
ENST00000054650.9	694
ENST00000054650.9	695
ENST00000054650.9	696
ENST00000054650.9	697
ENST00000054650.9	698
ENST00000054650.9	699
ENST00000054650.9	700
ENST00000054650.9	701
ENST00000054650.9	702
ENST00000054650.9	703
ENST00000054650.9	704
ENST00000054650.9	705
ENST00000054650.9	706
ENST00000054650.9	707
ENST00000054650.9	708
ENST00000054650.9	709
ENST00000054650.9	710
ENST00000054650.9	711
ENST00000054650.9	712
ENST00000054650.9	713
ENST00000054650.9	714
ENST00000054650.9	715
ENST00000054650.9	716
ENST00000054650.9	717
ENST00000054650.9	718
ENST00000054650.9	719
ENST00000054650.9	720
ENST00000054650.9	721
ENST00000054650.9	722
ENST00000054650.9	723
ENST00000054650.9	724
ENST00000054650.9	725
ENST00000054650.9	726
ENST00000054650.9	727
ENST00000054650.9	728
ENST00000054650.9	729
ENST00000054650.9	730
ENST00000054650.9	731
ENST00000054650.9	732
ENST00000054650.9	733
ENST00000054650.9	734
ENST00000054650.9	735
ENST00000054650.9	736
ENST00000054650.9	737
ENST00000054650.9	738
ENST00000054650.9	739
ENST00000054650.9	740
ENST00000054650.9	741
ENST00000054650.9	742
ENST00000054650.9	743
ENST00000054650.9	744
ENST00000054650.9	745
ENST00000054650.9	746
ENST00000054650.9	747
ENST00000054650.9	748
ENST00000054650.9	749
ENST00000054650.9	750
ENST00000054650.9	751
ENST00000054650.9	752
ENST00000054650.9	753
ENST00000054650.9	754
ENST00000054650.9	755
ENST00000054650.9	756
ENST00000054650.9	757
ENST00000054650.9	758
ENST00000054650.9	759
ENST00000054650.9	760
ENST00000054650.9	761
ENST00000054650.9	762
ENST00000054650.9	763
ENST00000054650.9	764
ENST00000054650.9	765
ENST00000054650.9	766
ENST00000054650.9	767
ENST00000054650.9	768
ENST00000054650.9	769
ENST00000054650.9	770
ENST00000054650.9	771
ENST00000054650.9	772
ENST00000054650.9	773
ENST00000054650.9	774
ENST00000054650.9	775
ENST00000054650.9	776
ENST00000054650.9	777
ENST00000054650.9	778
ENST00000054650.9	779
ENST00000054650.9	780
ENST00000054650.9	781
ENST00000054650.9	782
ENST00000054650.9	783
ENST00000054650.9	784
ENST00000054650.9	785
ENST00000054650.9	786
ENST00000054650.9	787
ENST00000054650.9	788
ENST00000054650.9	789
ENST00000054650.9	790
ENST00000054650.9	791
ENST00000054650.9	792
ENST00000054650.9	793
ENST00000054650.9	794
ENST00000054650.9	795
ENST00000054650.9	796
ENST00000054650.9	797
ENST00000054650.9	798
ENST00000054650.9	799
ENST00000054650.9	800
ENST00000054650.9	801
ENST00000054650.9	802
ENST00000054650.9	803
ENST00000054650.9	804
ENST00000054650.9	805
ENST00000054650.9	806
ENST00000054650.9	807
ENST00000054650.9	808
ENST00000054650.9	809
ENST00000054650.9	810
ENST00000054650.9	811
ENST00000054650.9	812
ENST00000054650.9	813
ENST00000054650.9	814
ENST00000054650.9	815
ENST00000054650.9	816
ENST00000054650.9	817
ENST00000054650.9	818
ENST00000054650.9	819
ENST00000054650.9	820
ENST00000054650.9	821
ENST00000054650.9	822
ENST00000054650.9	823
ENST00000054650.9	824
ENST00000054650.9	825
ENST00000054650.9	826
ENST00000054650.9	827
ENST00000054650.9	828
ENST00000054650.9	829
ENST00000054650.9	830
ENST00000054650.9	831
ENST00000054650.9	832
ENST00000054650.9	833
ENST00000054650.9	834
ENST00000054650.9	835
ENST00000054650.9	836
ENST00000054650.9	837
ENST00000054650.9	838
ENST00000054650.9	839
ENST00000054650.9	840
ENST00000054650.9	841
ENST00000054650.9	842
ENST00000054650.9	843
ENST00000054650.9	844
ENST00000054650.9	845
ENST00000054650.9	846
ENST00000054650.9	847
ENST00000054650.9	848
ENST00000054650.9	849
ENST00000054650.9	850
ENST00000054650.9	851
ENST00000054650.9	852
ENST00000054650.9	853
ENST00000054650.9	854
ENST00000054650.9	855
ENST00000054650.9	856
ENST00000054650.9	857
ENST00000054650.9	858
ENST00000054650.9	859
ENST00000054650.9	860
ENST00000054650.9	861
ENST00000054650.9	862
ENST00000054650.9	863
ENST00000054650.9	864
ENST00000054650.9	865
ENST00000054650.9	866
ENST00000054650.9	867
ENST00000054650.9	868
ENST00000054650.9	869
ENST00000054650.9	870
ENST00000054650.9	871
ENST00000054650.9	872
ENST00000054650.9	873
ENST00000054650.9	874
ENST00000054650.9	875
ENST00000054650.9	876
ENST00000054650.9	877
ENST00000054650.9	878
ENST00000054650.9	879
ENST00000054650.9	880
ENST00000054650.9	881
ENST00000054650.9	882
ENST00000054650.9	883
ENST00000054650.9	884
ENST00000054650.9	885
ENST00000054650.9	886
ENST00000054650.9	887
ENST00000054650.9	888
ENST00000054650.9	889
ENST00000054650.9	890
ENST00000054650.9	891
ENST00000054650.9	892
ENST00000054650.9	893
ENST00000054650.9	894
ENST00000054650.9	895
ENST00000054650.9	896
ENST00000054650.9	897
ENST00000054650.9	898
ENST00000054650.9	899
ENST00000054650.9	900
ENST00000054650.9	901
ENST00000054650.9	902
ENST00000054650.9	903
ENST00000054650.9	904
ENST00000054650.9	905
ENST00000054650.9	906
ENST00000054650.9	907
ENST00000054650.9	908
ENST00000054650.9	909
ENST00000054650.9	910
ENST00000054650.9	911
ENST00000054650.9	912
ENST00000054650.9	913
ENST00000054650.9	914
ENST00000054650.9	915
ENST00000054650.9	916
ENST00000054650.9	917
ENST00000054650.9	918
ENST00000054650.9	919
ENST00000054650.9	920
ENST00000054650.9	921
ENST00000054650.9	922
ENST00000054650.9	923
ENST00000054650.9	924
ENST00000054650.9	925
ENST00000054650.9	926
ENST00000054650.9	927
ENST00000054650.9	928
ENST00000054650.9	929
ENST00000054650.9	930
ENST00000054650.9	931
ENST00000054650.9	932
ENST00000054650.9	933
ENST00000054650.9	934
ENST00000054650.9	935
ENST00000054650.9	936
ENST00000054650.9	937
ENST00000054650.9	938
ENST00000054650.9	939
ENST00000054650.9	940
ENST00000054650.9	941
ENST00000054650.9	942
ENST00000054650.9	943
ENST00000054650.9	944
ENST00000054650.9	945
ENST00000054650.9	946
ENST00000054650.9	947
ENST00000054650.9	948
ENST00000054650.9	949
ENST00000054650.9	950
ENST00000054650.9	951
ENST00000054650.9	952
ENST00000054650.9	953
ENST00000054650.9	954
ENST00000054650.9	955
ENST00000054650.9	956
ENST00000054650.9	957
ENST00000054650.9	958
ENST00000054650.9	959
ENST00000054650.9	960
ENST00000054650.9	961
ENST00000054650.9	962
ENST00000054650.9	963
ENST00000054650.9	964
ENST00000054650.9	965
ENST00000054650.9	966
ENST00000054650.9	967
ENST00000054650.9	968
ENST00000054650.9	969
ENST00000054650.9	970
ENST00000054650.9	971
ENST00000054650.9	972
ENST00000054650.9	973
ENST00000054650.9	974
ENST00000054650.9	975
ENST00000054650.9	976
ENST00000054650.9	977
ENST00000054650.9	978
ENST00000054650.9	979
ENST00000054650.9	980
ENST00000054650.9	981
ENST00000054650.9	982
ENST00000054650.9	983
ENST00000054650.9	984
ENST00000054650.9	985
ENST00000054650.9	986
ENST00000054650.9	987
ENST00000054650.9	988
ENST00000054650.9	989
ENST00000054650.9	990
ENST00000054650.9	991
ENST00000054650.9	992
ENST00000054650.9	993
ENST00000054650.9	994
ENST00000054650.9	995
ENST00000054650.9	996
ENST00000054650.9	997
ENST00000054650.9	998
ENST00000054650.9	999
ENST00000054650.9	1000
ENST00000054650.9	1001
ENST00000054650.9	1002
ENST00000054650.9	1003
ENST00000054650.9	1004
ENST00000054650.9	1005
ENST00000054650.9	1006
ENST00000054650.9	1007
ENST00000054650.9	1008
ENST00000054650.9	1009
ENST00000054650.9	1010
ENST00000054650.9	1011
ENST00000054650.9	1012
ENST00000054650.9	1013
ENST00000054650.9	1014
ENST00000054650.9	1015
ENST00000054650.9	1016
ENST00000054650.9	1017
ENST00000054650.9	1018
ENST00000054650.9	1019
ENST00000054650.9	1020
ENST00000054650.9	1021
ENST00000054650.9	1022
ENST00000054650.9	1023
ENST00000054650.9	1024
ENST00000054650.9	1025
ENST00000054650.9	1026
ENST00000054650.9	1027
ENST00000054650.9	1028
ENST00000054650.9	1029
ENST00000054650.9	1030
ENST00000054650.9	1031
ENST00000054650.9	1032
ENST00000054650.9	1033
ENST00000054650.9	1034
ENST00000054650.9	1035
ENST00000054650.9	1036
ENST00000054650.9	1037
ENST00000054650.9	1038
ENST00000054650.9	1039
ENST00000054650.9	1040
ENST00000054650.9	1041
ENST00000054650.9	1042
ENST00000054650.9	1043
ENST00000054650.9	1044
ENST00000054650.9	1045
ENST00000054650.9	1046
ENST00000054650.9	1047
ENST00000054650.9	1048
ENST00000054650.9	1049
ENST00000054650.9	1050
ENST00000054650.9	1051
ENST00000054650.9	1052
ENST00000054650.9	1053
ENST00000054650.9	1054
ENST00000054650.9	1055
ENST00000054650.9	1056
ENST00000054650.9	1057
ENST00000054650.9	1058
ENST00000054650.9	1059
ENST00000054650.9	1060
ENST00000054650.9	1061
ENST00000054650.9	1062
ENST00000054650.9	1063
ENST00000054650.9	1064
ENST00000054650.9	1065
ENST00000054650.9	1066
ENST00000054650.9	1067
ENST00000054650.9	1068
ENST00000054650.9	1069
ENST00000054650.9	1070
ENST00000054650.9	1071
ENST00000054650.9	1072
ENST00000054650.9	1073
ENST00000054650.9	1074
ENST00000054650.9	1075
ENST00000054650.9	1076
ENST00000054650.9	1077
ENST00000054650.9	1078
ENST00000054650.9	1079
ENST00000054650.9	1080
ENST00000054650.9	1081
ENST00000054650.9	1082
ENST00000054650.9	1083
ENST00000054650.9	1084
ENST00000054650.9	1085
ENST00000054650.9	1086
ENST00000054650.9	1087
ENST00000054650.9	1088
ENST00000054650.9	1089
ENST00000054650.9	1090
ENST00000054650.9	1091
ENST00000054650.9	1092
ENST00000054650.9	1093
ENST00000054650.9	1094
ENST00000054650.9	1095
ENST00000054650.9	1096
ENST00000054650.9	1097
ENST00000054650.9	1098
ENST00000054650.9	1099
ENST00000054650.9	1100
ENST00000054650.9	1101
ENST00000054650.9	1102
ENST00000054650.9	1103
ENST00000054650.9	1104
ENST00000054650.9	1105
ENST00000054650.9	1106
ENST00000054650.9	1107
ENST00000054650.9	1108
ENST00000054650.9	1109
ENST00000054650.9	1110
ENST00000054650.9	1111
ENST00000054650.9	1112
ENST00000054650.9	1113
ENST00000054650.9	1114
ENST00000054650.9	1115
ENST00000054650.9	1116
ENST00000054650.9	1117
ENST00000054650.9	1118
ENST00000054650.9	1119
ENST00000054650.9	1120
ENST00000054650.9	1121
ENST00000054650.9	1122
ENST00000054650.9	1123
ENST00000054650.9	1124
ENST00000054650.9	1125
ENST00000054650.9	1126
ENST00000054650.9	1127
ENST00000054650.9	1128
ENST00000054650.9	1129
ENST00000054650.9	1130
ENST00000054650.9	1131
ENST00000054650.9	1132
ENST00000054650.9	1133
ENST00000054650.9	1134
ENST00000054650.9	1135
ENST00000054650.9	1136
ENST00000054650.9	1137
ENST00000054650.9	1138
ENST00000054650.9	1139
ENST00000054650.9	1140
ENST00000054650.9	1141
ENST00000054650.9	1142
ENST00000054650.9	1143
ENST00000054650.9	1144
ENST00000054650.9	1145
ENST00000054650.9	1146
ENST00000054650.9	1147
ENST00000054650.9	1148
ENST00000054650.9	1149
ENST00000054650.9	1150
ENST00000054650.9	1151
ENST00000054650.9	1152
ENST00000054650.9	1153
ENST00000054650.9	1154
ENST00000054650.9	1155
ENST00000054650.9	1156
ENST00000054650.9	1157
ENST00000054650.9	1158
ENST00000054650.9	1159
ENST00000054650.9	1160
ENST00000054650.9	1161
ENST00000054650.9	1162
ENST00000054650.9	1163
ENST00000054650.9	1164
ENST00000054650.9	1165
ENST00000054650.9	1166
ENST00000054650.9	1167
ENST00000054650.9	1168
ENST00000054650.9	1169
ENST00000054650.9	1170
ENST00000054650.9	1171
ENST00000054650.9	1172
ENST00000054650.9	1173
ENST00000054650.9	1174
ENST00000054650.9	1175
ENST00000054650.9	1176
ENST00000054650.9	1177
