contig	position	read_name	-3_event_level_mean	-3_event_stdv	-3_event_length	-3_standardized_level	-3_event_level_median	-3_event_stdv_median	-3_event_length_median	-3_diff_stdv	-2_event_level_mean	-2_event_stdv	-2_event_length	-2_standardized_level	-2_event_level_median	-2_event_stdv_median	-2_event_length_median	-2_diff_stdv	-1_event_level_mean	-1_event_stdv	-1_event_length	-1_standardized_level	-1_event_level_median	-1_event_stdv_median	-1_event_length_median	-1_diff_stdv	0_event_level_mean	0_event_stdv	0_event_length	0_standardized_level	0_event_level_median	0_event_stdv_median	0_event_length_median	0_diff_stdv	+1_event_level_mean	+1_event_stdv	+1_event_length	+1_standardized_level	+1_event_level_median	+1_event_stdv_median	+1_event_length_median	+1_diff_stdv	+2_event_level_mean	+2_event_stdv	+2_event_length	+2_standardized_level	+2_event_level_median	+2_event_stdv_median	+2_event_length_median	+2_diff_stdv	+3_event_level_mean	+3_event_stdv	+3_event_length	+3_standardized_level	+3_event_level_median	+3_event_stdv_median	+3_event_length_median	+3_diff_stdv
ENST00000327044.7|ENSG00000188976.11|OTTHUMG00000040720.2|OTTHUMT00000097869.2|NOC2L-201|NOC2L|2757|protein_coding|	2224	01594f60-1968-48f1-8eb1-45ae97673536	97.9	4.54	0.0112875	-1.2475	97.9	4.54	0.0112875	-0.08835341	117.945	3.138	0.005475	-1.18	117.945	3.138	0.005475	-0.010094637	119.44	4.686	0.0073	0.66	119.44	4.686	0.0073	-0.17644991	107.81	12.415	0.01195	-0.47	107.81	12.415	0.01195	0.5835459	119.73	7.165	0.01461	0.9	119.73	7.165	0.01461	1.2602524	113.7	13.52	0.00432	-1.13	113.7	13.52	0.00432	1.822547	76.177086	4.2091665	0.012810834	0.11125	75.2225	3.64725	0.0091325	0.3236373
ENST00000327044.7|ENSG00000188976.11|OTTHUMG00000040720.2|OTTHUMT00000097869.2|NOC2L-201|NOC2L|2757|protein_coding|	2225	01594f60-1968-48f1-8eb1-45ae97673536	117.945	3.138	0.005475	-1.18	117.945	3.138	0.005475	-0.010094637	119.44	4.686	0.0073	0.66	119.44	4.686	0.0073	-0.17644991	107.81	12.415	0.01195	-0.47	107.81	12.415	0.01195	0.5835459	119.73	7.165	0.01461	0.9	119.73	7.165	0.01461	1.2602524	113.7	13.52	0.00432	-1.13	113.7	13.52	0.00432	1.822547	76.177086	4.2091665	0.012810834	0.11125	75.2225	3.64725	0.0091325	0.3236373	81.25	1.852	0.00232	-0.57	81.25	1.852	0.00232	-0.5358396
ENST00000327044.7|ENSG00000188976.11|OTTHUMG00000040720.2|OTTHUMT00000097869.2|NOC2L-201|NOC2L|2757|protein_coding|	2437	01594f60-1968-48f1-8eb1-45ae97673536	101.11	9.0935	0.00332	-0.1	101.11	9.0935	0.00332	1.2790726	110.88	3.91	0.00498	-0.42	110.88	3.91	0.00498	-0.0345679	115.69	2.78	0.00232	0.34	115.69	2.78	0.00232	-0.4764595	119.19	7.178	0.00332	1.67	119.19	7.178	0.00332	1.0219718	86.69	6.681	0.004315	0.305	86.69	6.681	0.004315	1.3442105	106.83	4.778	0.00531	0.98	106.83	4.778	0.00531	0.19749373	120.34	10.856	0.00465	1.34	120.34	10.856	0.00465	1.6804938
ENST00000327044.7|ENSG00000188976.11|OTTHUMG00000040720.2|OTTHUMT00000097869.2|NOC2L-201|NOC2L|2757|protein_coding|	935	01f2056e-fe6c-4438-8ab9-d6097241a9b2	125.2	3.108	0.00266	0.41	125.2	3.108	0.00266	-0.4705281	127.59	4.805	0.00232	-0.09	127.59	4.805	0.00232	-0.15553603	119.28	9.746	0.02789	0.34	119.28	9.746	0.02789	1.4183623	124.21	3.475	0.00465	-0.13	124.21	3.475	0.00465	-0.42751235	76.5225	1.566125	0.007595	0.16125	76.54	1.5625	0.00664	-0.24341787	79.87	1.355	0.0073	0.12	79.87	1.355	0.0073	-0.5245614	81.05	1.60775	0.00905	0.76	81.05	1.60775	0.00905	-0.22330917
ENST00000327044.7|ENSG00000188976.11|OTTHUMG00000040720.2|OTTHUMT00000097869.2|NOC2L-201|NOC2L|2757|protein_coding|	2106	01f8ba45-cfa0-45a8-9d85-f8be3345750b	115.63	6.555	0.01262	-0.02	115.63	6.555	0.01262	0.17895684	101.27	7.43	0.00863	-0.76	101.27	7.43	0.00863	0.8300493	123.8	4.414	0.00365	0.36	123.8	4.414	0.00365	-0.24804088	122.35	3.178	0.0083	-0.78	122.35	3.178	0.0083	-0.33653444	78.355	4.0535	0.005315	0.6325	78.355	4.0535	0.005315	0.27468553	80.74	5.3415	0.00913	-1.285	80.74	5.3415	0.00913	0.3387218	114.85	8.498	0.03287	0.11	114.85	8.498	0.03287	0.6662745
ENST00000327044.7|ENSG00000188976.11|OTTHUMG00000040720.2|OTTHUMT00000097869.2|NOC2L-201|NOC2L|2757|protein_coding|	2107	01f8ba45-cfa0-45a8-9d85-f8be3345750b	101.27	7.43	0.00863	-0.76	101.27	7.43	0.00863	0.8300493	123.8	4.414	0.00365	0.36	123.8	4.414	0.00365	-0.24804088	122.35	3.178	0.0083	-0.78	122.35	3.178	0.0083	-0.33653444	78.355	4.0535	0.005315	0.6325	78.355	4.0535	0.005315	0.27468553	80.74	5.3415	0.00913	-1.285	80.74	5.3415	0.00913	0.3387218	114.85	8.498	0.03287	0.11	114.85	8.498	0.03287	0.6662745	74.44	2.716	0.00863	-0.97	74.44	2.716	0.00863	-0.29819122
ENST00000327044.7|ENSG00000188976.11|OTTHUMG00000040720.2|OTTHUMT00000097869.2|NOC2L-201|NOC2L|2757|protein_coding|	2108	01f8ba45-cfa0-45a8-9d85-f8be3345750b	123.8	4.414	0.00365	0.36	123.8	4.414	0.00365	-0.24804088	122.35	3.178	0.0083	-0.78	122.35	3.178	0.0083	-0.33653444	78.355	4.0535	0.005315	0.6325	78.355	4.0535	0.005315	0.27468553	80.74	5.3415	0.00913	-1.285	80.74	5.3415	0.00913	0.3387218	114.85	8.498	0.03287	0.11	114.85	8.498	0.03287	0.6662745	74.44	2.716	0.00863	-0.97	74.44	2.716	0.00863	-0.29819122	86.35	3.337	0.00863	-1.38	86.35	3.337	0.00863	-0.25679287
ENST00000327044.7|ENSG00000188976.11|OTTHUMG00000040720.2|OTTHUMT00000097869.2|NOC2L-201|NOC2L|2757|protein_coding|	2109	01f8ba45-cfa0-45a8-9d85-f8be3345750b	122.35	3.178	0.0083	-0.78	122.35	3.178	0.0083	-0.33653444	78.355	4.0535	0.005315	0.6325	78.355	4.0535	0.005315	0.27468553	80.74	5.3415	0.00913	-1.285	80.74	5.3415	0.00913	0.3387218	114.85	8.498	0.03287	0.11	114.85	8.498	0.03287	0.6662745	74.44	2.716	0.00863	-0.97	74.44	2.716	0.00863	-0.29819122	86.35	3.337	0.00863	-1.38	86.35	3.337	0.00863	-0.25679287	110.92	4.857	0.01959	-0.52	110.92	4.857	0.01959	-0.12643886
ENST00000327044.7|ENSG00000188976.11|OTTHUMG00000040720.2|OTTHUMT00000097869.2|NOC2L-201|NOC2L|2757|protein_coding|	2242	01f8ba45-cfa0-45a8-9d85-f8be3345750b	88.64	5.193	0.003655	-0.89	88.64	5.193	0.003655	-0.08894737	75.97	1.573	0.01527	-0.415	75.97	1.573	0.01527	-0.24009661	80.26	1.755	0.00332	-0.96	80.26	1.755	0.00332	-0.38421053	93.0	1.179	0.00332	-0.45	93.0	1.179	0.00332	-0.62332267	101.2	5.693	0.00697	-0.41	101.2	5.693	0.00697	0.47487047	87.29	2.399	0.00365	-0.33	87.29	2.399	0.00365	-0.5286837	110.15	2.179	0.01029	-0.48	110.15	2.179	0.01029	-0.27847683
ENST00000327044.7|ENSG00000188976.11|OTTHUMG00000040720.2|OTTHUMT00000097869.2|NOC2L-201|NOC2L|2757|protein_coding|	2578	01f8ba45-cfa0-45a8-9d85-f8be3345750b	75.18667	0.97033334	0.01267	0.35	75.175	0.94	0.01195	-0.5312399	72.83	0.532	0.00232	0.79	72.83	0.532	0.00232	-0.76869565	74.62	1.032	0.0093	0.63	74.62	1.032	0.0093	-0.5109005	73.985	0.9315	0.01245	0.565	73.985	0.9315	0.01245	-0.50452125	75.83	0.976	0.00266	0.08	75.83	0.976	0.00266	-0.652669	74.87	0.861	0.00531	0.33	74.87	0.861	0.00531	-0.59194314	74.43	0.723	0.00398	0.75	74.43	0.723	0.00398	-0.6154255
ENST00000327044.7|ENSG00000188976.11|OTTHUMG00000040720.2|OTTHUMT00000097869.2|NOC2L-201|NOC2L|2757|protein_coding|	2579	01f8ba45-cfa0-45a8-9d85-f8be3345750b	72.83	0.532	0.00232	0.79	72.83	0.532	0.00232	-0.76869565	74.62	1.032	0.0093	0.63	74.62	1.032	0.0093	-0.5109005	73.985	0.9315	0.01245	0.565	73.985	0.9315	0.01245	-0.50452125	75.83	0.976	0.00266	0.08	75.83	0.976	0.00266	-0.652669	74.87	0.861	0.00531	0.33	74.87	0.861	0.00531	-0.59194314	74.43	0.723	0.00398	0.75	74.43	0.723	0.00398	-0.6154255	77.41	1.163	0.00631	0.495	77.41	1.163	0.00631	-0.586121
ENST00000327044.7|ENSG00000188976.11|OTTHUMG00000040720.2|OTTHUMT00000097869.2|NOC2L-201|NOC2L|2757|protein_coding|	2638	01f8ba45-cfa0-45a8-9d85-f8be3345750b	76.45	2.155	0.00266	-1.14	76.45	2.155	0.00266	-0.24385965	66.42	2.553	0.01129	-0.4	66.42	2.553	0.01129	0.11	63.22	1.809	0.00531	-0.63	63.22	1.809	0.00531	-0.12608695	59.71	1.001	0.00498	-1.01	59.71	1.001	0.00498	-0.51642513	61.74	0.8035	0.00249	-0.45	61.74	0.8035	0.00249	-0.6118358	74.558334	1.7318333	0.00382	0.40333334	74.405	1.6885	0.00349	-0.1792259	85.99	3.905	0.00315	-0.025	85.99	3.905	0.00315	0.29304636
ENST00000327044.7|ENSG00000188976.11|OTTHUMG00000040720.2|OTTHUMT00000097869.2|NOC2L-201|NOC2L|2757|protein_coding|	2639	01f8ba45-cfa0-45a8-9d85-f8be3345750b	66.42	2.553	0.01129	-0.4	66.42	2.553	0.01129	0.11	63.22	1.809	0.00531	-0.63	63.22	1.809	0.00531	-0.12608695	59.71	1.001	0.00498	-1.01	59.71	1.001	0.00498	-0.51642513	61.74	0.8035	0.00249	-0.45	61.74	0.8035	0.00249	-0.6118358	74.558334	1.7318333	0.00382	0.40333334	74.405	1.6885	0.00349	-0.1792259	85.99	3.905	0.00315	-0.025	85.99	3.905	0.00315	0.29304636	108.98	4.072	0.00498	0.72	108.98	4.072	0.00498	0.002955665
ENST00000327044.7|ENSG00000188976.11|OTTHUMG00000040720.2|OTTHUMT00000097869.2|NOC2L-201|NOC2L|2757|protein_coding|	2640	01f8ba45-cfa0-45a8-9d85-f8be3345750b	63.22	1.809	0.00531	-0.63	63.22	1.809	0.00531	-0.12608695	59.71	1.001	0.00498	-1.01	59.71	1.001	0.00498	-0.51642513	61.74	0.8035	0.00249	-0.45	61.74	0.8035	0.00249	-0.6118358	74.558334	1.7318333	0.00382	0.40333334	74.405	1.6885	0.00349	-0.1792259	85.99	3.905	0.00315	-0.025	85.99	3.905	0.00315	0.29304636	108.98	4.072	0.00498	0.72	108.98	4.072	0.00498	0.002955665	117.74834	4.097	0.004703333	0.5283333	117.26	4.3995	0.00498	0.01662531
ENST00000327044.7|ENSG00000188976.11|OTTHUMG00000040720.2|OTTHUMT00000097869.2|NOC2L-201|NOC2L|2757|protein_coding|	2649	01f8ba45-cfa0-45a8-9d85-f8be3345750b	81.48	1.174	0.00564	0.34	81.48	1.174	0.00564	-0.514876	79.27178	1.34775	0.0070064287	-0.41714287	78.9225	1.39425	0.005725	-0.31586295	93.3625	2.2475	0.005166875	0.97375	93.65	2.141	0.004815	-0.15188679	105.21167	2.1368334	0.0050366665	0.06666667	105.015	1.9095	0.00465	-0.5240906	125.04	3.461	0.00232	0.94	125.04	3.461	0.00232	-0.377518	112.77	9.377	0.00432	1.79	112.77	9.377	0.00432	2.4988806	108.63	8.237	0.0073	-1.17	108.63	8.237	0.0073	2.0735075
ENST00000327044.7|ENSG00000188976.11|OTTHUMG00000040720.2|OTTHUMT00000097869.2|NOC2L-201|NOC2L|2757|protein_coding|	2650	01f8ba45-cfa0-45a8-9d85-f8be3345750b	79.27178	1.34775	0.0070064287	-0.41714287	78.9225	1.39425	0.005725	-0.31586295	93.3625	2.2475	0.005166875	0.97375	93.65	2.141	0.004815	-0.15188679	105.21167	2.1368334	0.0050366665	0.06666667	105.015	1.9095	0.00465	-0.5240906	125.04	3.461	0.00232	0.94	125.04	3.461	0.00232	-0.377518	112.77	9.377	0.00432	1.79	112.77	9.377	0.00432	2.4988806	108.63	8.237	0.0073	-1.17	108.63	8.237	0.0073	2.0735075	122.915	2.683	0.00664	1.685	122.915	2.683	0.00664	-0.13729903
ENST00000327044.7|ENSG00000188976.11|OTTHUMG00000040720.2|OTTHUMT00000097869.2|NOC2L-201|NOC2L|2757|protein_coding|	195	031f6a07-70c0-4c72-ba6c-2e607cb83dba	95.53	2.082	0.00398	-2.12	95.53	2.082	0.00398	-0.31059602	110.958336	2.0041666	0.00714	0.23333333	111.135	1.994	0.006975	-0.3908308	77.04	2.636	0.00631	0.36	77.04	2.636	0.00631	-0.05179856	90.92	2.993	0.00332	-0.64	90.92	2.993	0.00332	-0.398996	114.4125	3.77175	0.0093825	0.9425	114.4125	3.77175	0.0093825	-0.28968927	111.4	7.449	0.00432	1.42	111.4	7.449	0.00432	-0.11215733	85.079285	2.7117143	0.008323572	0.058571428	86.125	2.529	0.005145	-0.11091335
ENST00000327044.7|ENSG00000188976.11|OTTHUMG00000040720.2|OTTHUMT00000097869.2|NOC2L-201|NOC2L|2757|protein_coding|	196	031f6a07-70c0-4c72-ba6c-2e607cb83dba	110.958336	2.0041666	0.00714	0.23333333	111.135	1.994	0.006975	-0.3908308	77.04	2.636	0.00631	0.36	77.04	2.636	0.00631	-0.05179856	90.92	2.993	0.00332	-0.64	90.92	2.993	0.00332	-0.398996	114.4125	3.77175	0.0093825	0.9425	114.4125	3.77175	0.0093825	-0.28968927	111.4	7.449	0.00432	1.42	111.4	7.449	0.00432	-0.11215733	85.079285	2.7117143	0.008323572	0.058571428	86.125	2.529	0.005145	-0.11091335	100.61916	8.863	0.011700833	0.15583333	99.9475	8.848	0.0138575	0.035397198
ENST00000327044.7|ENSG00000188976.11|OTTHUMG00000040720.2|OTTHUMT00000097869.2|NOC2L-201|NOC2L|2757|protein_coding|	197	031f6a07-70c0-4c72-ba6c-2e607cb83dba	77.04	2.636	0.00631	0.36	77.04	2.636	0.00631	-0.05179856	90.92	2.993	0.00332	-0.64	90.92	2.993	0.00332	-0.398996	114.4125	3.77175	0.0093825	0.9425	114.4125	3.77175	0.0093825	-0.28968927	111.4	7.449	0.00432	1.42	111.4	7.449	0.00432	-0.11215733	85.079285	2.7117143	0.008323572	0.058571428	86.125	2.529	0.005145	-0.11091335	100.61916	8.863	0.011700833	0.15583333	99.9475	8.848	0.0138575	0.035397198	86.56438	2.2085	0.008175	-0.55375	87.035	2.079	0.005145	-0.27351972
ENST00000327044.7|ENSG00000188976.11|OTTHUMG00000040720.2|OTTHUMT00000097869.2|NOC2L-201|NOC2L|2757|protein_coding|	198	031f6a07-70c0-4c72-ba6c-2e607cb83dba	90.92	2.993	0.00332	-0.64	90.92	2.993	0.00332	-0.398996	114.4125	3.77175	0.0093825	0.9425	114.4125	3.77175	0.0093825	-0.28968927	111.4	7.449	0.00432	1.42	111.4	7.449	0.00432	-0.11215733	85.079285	2.7117143	0.008323572	0.058571428	86.125	2.529	0.005145	-0.11091335	100.61916	8.863	0.011700833	0.15583333	99.9475	8.848	0.0138575	0.035397198	86.56438	2.2085	0.008175	-0.55375	87.035	2.079	0.005145	-0.27351972	102.93	7.854	0.00266	0.18	102.93	7.854	0.00266	1.9305971
ENST00000327044.7|ENSG00000188976.11|OTTHUMG00000040720.2|OTTHUMT00000097869.2|NOC2L-201|NOC2L|2757|protein_coding|	199	031f6a07-70c0-4c72-ba6c-2e607cb83dba	114.4125	3.77175	0.0093825	0.9425	114.4125	3.77175	0.0093825	-0.28968927	111.4	7.449	0.00432	1.42	111.4	7.449	0.00432	-0.11215733	85.079285	2.7117143	0.008323572	0.058571428	86.125	2.529	0.005145	-0.11091335	100.61916	8.863	0.011700833	0.15583333	99.9475	8.848	0.0138575	0.035397198	86.56438	2.2085	0.008175	-0.55375	87.035	2.079	0.005145	-0.27351972	102.93	7.854	0.00266	0.18	102.93	7.854	0.00266	1.9305971	110.12	3.961	0.00232	0.34	110.12	3.961	0.00232	-0.024384236
ENST00000327044.7|ENSG00000188976.11|OTTHUMG00000040720.2|OTTHUMT00000097869.2|NOC2L-201|NOC2L|2757|protein_coding|	200	031f6a07-70c0-4c72-ba6c-2e607cb83dba	111.4	7.449	0.00432	1.42	111.4	7.449	0.00432	-0.11215733	85.079285	2.7117143	0.008323572	0.058571428	86.125	2.529	0.005145	-0.11091335	100.61916	8.863	0.011700833	0.15583333	99.9475	8.848	0.0138575	0.035397198	86.56438	2.2085	0.008175	-0.55375	87.035	2.079	0.005145	-0.27351972	102.93	7.854	0.00266	0.18	102.93	7.854	0.00266	1.9305971	110.12	3.961	0.00232	0.34	110.12	3.961	0.00232	-0.024384236	86.97	2.851	0.003815	-2.735	86.97	2.851	0.003815	-0.63635206
ENST00000327044.7|ENSG00000188976.11|OTTHUMG00000040720.2|OTTHUMT00000097869.2|NOC2L-201|NOC2L|2757|protein_coding|	201	031f6a07-70c0-4c72-ba6c-2e607cb83dba	85.079285	2.7117143	0.008323572	0.058571428	86.125	2.529	0.005145	-0.11091335	100.61916	8.863	0.011700833	0.15583333	99.9475	8.848	0.0138575	0.035397198	86.56438	2.2085	0.008175	-0.55375	87.035	2.079	0.005145	-0.27351972	102.93	7.854	0.00266	0.18	102.93	7.854	0.00266	1.9305971	110.12	3.961	0.00232	0.34	110.12	3.961	0.00232	-0.024384236	86.97	2.851	0.003815	-2.735	86.97	2.851	0.003815	-0.63635206	113.166664	7.7578335	0.005866667	0.575	114.745	6.6345	0.005975	0.46098557
ENST00000327044.7|ENSG00000188976.11|OTTHUMG00000040720.2|OTTHUMT00000097869.2|NOC2L-201|NOC2L|2757|protein_coding|	202	031f6a07-70c0-4c72-ba6c-2e607cb83dba	100.61916	8.863	0.011700833	0.15583333	99.9475	8.848	0.0138575	0.035397198	86.56438	2.2085	0.008175	-0.55375	87.035	2.079	0.005145	-0.27351972	102.93	7.854	0.00266	0.18	102.93	7.854	0.00266	1.9305971	110.12	3.961	0.00232	0.34	110.12	3.961	0.00232	-0.024384236	86.97	2.851	0.003815	-2.735	86.97	2.851	0.003815	-0.63635206	113.166664	7.7578335	0.005866667	0.575	114.745	6.6345	0.005975	0.46098557	104.05	6.579	0.00697	0.0	104.05	6.579	0.00697	0.9996961
